window,latent_score_mean,latent_score_median,latent_flag_rate
49,0.34704933833460366,0.3425844685183783,0.0
50,0.33265444889657464,0.280665758311324,0.0
51,0.36229191881937367,0.3331774316033044,0.0
52,0.3435710247040288,0.3248280282902935,0.0
53,0.49421379172275953,0.4428775755484884,0.01
54,0.38008568822751043,0.3829162906123418,0.0
55,0.4507023105750902,0.4346285367965998,0.0
56,0.605856148383344,0.5308710553270999,0.07
57,0.6253288454609175,0.46230056987963564,0.17
58,0.5649643179268152,0.5140022724805686,0.04
59,0.507254294055954,0.501387481070701,0.01
60,0.3822577355225843,0.34781344114630547,0.01
61,0.39838398681528164,0.38178421239017835,0.01
62,0.398790960031409,0.3641536796354574,0.0
63,0.4098994167332919,0.4013625114971301,0.0
64,0.3667041827505939,0.3540894345800655,0.0
65,6.117832456237013,6.1226457952323,1.0
66,6.625612490255373,6.890666822547982,1.0
67,1.1111495261163855,1.1066349702693539,0.88
68,0.9739636833667084,0.9361138196675295,0.39
69,1.0616276731308085,1.0942920533369551,0.72
70,0.9430453333400506,0.947397278151899,0.29
71,1.823324432732465,1.7611267674805824,1.0
72,5.136599421672616,5.147611806340553,1.0
73,5.276039718098642,5.253883015230658,1.0
74,4.220247711812977,4.047415197379585,1.0
75,3.9099791004259576,3.8704311303931265,1.0
76,3.941944693979571,3.905209468937681,1.0
77,3.86216560579839,3.7583165012919437,1.0
78,3.9174908153168877,3.8259994451165293,1.0
79,4.427846104228555,4.3986075777787645,1.0
80,4.3886967952967755,4.407199055614463,1.0
81,4.27676738113695,4.2723669210361805,1.0
82,4.183757784921341,4.0306888965596155,1.0
83,4.324629204023216,4.301502623917033,1.0
84,4.903664745691914,5.061311065513986,1.0
85,4.948377173926803,5.0966246708136715,1.0
86,4.28480149934012,4.360608514553485,1.0
87,5.612027456507552,5.86049572097149,1.0
88,6.389926626600242,6.34818748689526,1.0
89,4.33441465732604,4.399314201333134,1.0
90,3.8311324248035867,3.8227376020900294,1.0
91,3.8610862207177816,3.70462452423163,1.0
92,3.729878375551475,3.607772855750673,1.0
93,19.070870152845593,21.17486594778474,1.0
94,27.700542382195714,30.36994661617299,1.0
95,22.269871034616614,22.69334639930807,1.0
96,23.079606720791418,22.82567177320444,1.0
97,23.47394223715987,23.4221325537241,1.0
98,23.785981557568515,23.798021743158394,1.0
99,23.584088329924672,23.53011284661914,1.0
100,23.51601108169728,23.518290101995824,1.0
101,22.399413204125203,22.218633896193364,1.0
102,21.991449517199413,21.97931859507443,1.0
103,16.697547837146242,18.403627732316615,1.0
104,12.718092296417817,12.705247898187938,1.0
105,12.160855571950695,12.030585565912041,1.0
106,14.738813275756073,14.75076986192626,1.0
107,10.859396428492376,11.675773996672053,1.0
108,12.519269992250935,12.433285920133267,1.0
109,7.4950078818912145,7.445838179659942,1.0
110,6.495512263864706,6.429713187396222,1.0
111,11.367178323427792,11.246903760857055,1.0
112,11.987468707663117,11.94938126958157,1.0
113,12.686698746075038,12.665342215670302,1.0
114,11.366149690209806,11.185634071959303,1.0
115,9.839268863364085,9.811255731220896,1.0
116,11.86066575068882,11.852557700647294,1.0
117,11.974039614629044,11.989976527204234,1.0
118,9.896735917850144,9.963602699651918,1.0
119,10.934954366326695,10.927823766818154,1.0
120,11.226318822369453,11.177071723504389,1.0
121,11.264913874364463,11.2922844975462,1.0
122,11.202174732763911,11.163090321149955,1.0
123,11.058723552918734,11.069416618095723,1.0
124,11.243367459090862,11.049944290342882,1.0
125,11.607943317103773,11.620157426906692,1.0
126,11.541605740036037,11.53953210569843,1.0
127,11.735251552687009,11.81095281981326,1.0
128,11.83524854100678,11.841806146623709,1.0
129,11.794621717276964,11.814562887799077,1.0
130,11.6911717930692,11.728827314314797,1.0
131,11.754118345913021,11.77150682081358,1.0
132,11.184757346326341,11.084267715431078,1.0
133,11.6520852167696,11.662611780096654,1.0
134,11.53231468120557,11.604428269629896,1.0
135,11.323219289203205,11.284500529896068,1.0
136,11.349404249846462,11.388278019380836,1.0
137,12.775034203337853,13.080141448460044,1.0
138,13.012016300928208,13.215498673312233,1.0
139,10.7018068356288,10.690567522575737,1.0
140,10.369542863728755,10.242092277864446,1.0
141,10.310216938290157,10.322501589723174,1.0
142,10.379161836240645,10.408108421424728,1.0
143,10.426919394634403,10.512100887924593,1.0
144,10.545111590605023,10.52357971625997,1.0
145,10.684766999093517,10.704127001175408,1.0
146,10.650864083511657,10.655996101942783,1.0
147,11.405757857227414,11.356374191466799,1.0
148,11.39269141426002,11.352919921851363,1.0
149,10.759866501451784,10.591063269439905,1.0
150,12.108059719490939,12.095594107970028,1.0
151,11.794148366877204,11.814821648236833,1.0
152,11.453602513274445,11.396474310223017,1.0
153,11.493430138304614,11.554858859222332,1.0
154,10.12228292614799,10.107994179336284,1.0
155,10.451211354395419,10.454992009953314,1.0
156,10.735027020299134,10.77314506941612,1.0
157,10.337012085440463,10.324407804592322,1.0
158,19.2454847577668,19.23430612261445,1.0
159,19.225916421134237,19.295925509422467,1.0
160,18.349594510849396,18.344757653683512,1.0
161,19.580167619065026,19.57874861459804,1.0
162,19.462801552300633,19.448123482806956,1.0
163,19.008991361572598,18.937493581949873,1.0
164,18.900208939776515,18.867407376616114,1.0
165,18.998885344053207,19.023227763225123,1.0
166,18.899198343789152,18.92170130483251,1.0
167,18.577213392510938,18.558270537809236,1.0
168,18.51915654370551,18.515630859668633,1.0
169,18.49706798394785,18.46194830426749,1.0
170,18.56626943497915,18.5930246603645,1.0
171,18.186457196792997,18.137067521510005,1.0
172,18.288072016189926,18.29998578253289,1.0
173,18.148107072121917,18.119471569008546,1.0
174,18.219223478925763,18.180785618014863,1.0
175,18.21870711734402,18.213654594930013,1.0
176,18.17630414337827,18.177740974557757,1.0
177,18.580935202696274,18.5381036860937,1.0
178,18.51285558736938,18.47822845047187,1.0
179,18.42988147249305,18.456095988590974,1.0
180,18.48784047837721,18.506810005659496,1.0
181,18.294205407001392,18.309683300563066,1.0
182,18.259784543014916,18.2470354482178,1.0
183,18.316081322032435,18.33258032584125,1.0
184,18.40816230820918,18.396265378456945,1.0
185,19.558299060187455,19.586759041737047,1.0
